"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"11:56:51.3393653 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.3393823 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.3395142 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.3663273 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.3663455 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.3663611 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.3663863 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.3663955 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.3664204 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.3664925 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.3666634 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.4441138 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.4441316 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.4441470 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.4441691 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.4441755 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.4441878 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.4442051 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.4443490 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.6250946 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.6251119 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6251270 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.6251488 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6251549 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6251672 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.6251845 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6253267 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.6290853 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.6291001 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6291138 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.6291328 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6291387 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6291507 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.6291677 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6292893 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.6416629 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.6416783 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6416922 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.6417118 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6417179 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.6417297 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.6417470 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.6418749 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.7245991 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.7246167 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.7246318 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.7246533 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.7246595 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.7246721 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.7246897 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.7251414 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.7561839 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.7561998 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.7562138 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.7562344 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.7562406 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.7562532 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.7562710 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.7564015 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.8086361 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.8086542 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.8086693 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.8086919 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.8086987 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.8087115 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.8087294 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.8091884 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:51.8483956 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:51.8484135 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.8484291 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:51.8484520 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.8484587 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:51.8484713 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:51.8484886 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:51.8486328 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.0887217 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.0887421 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.0887588 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.0887834 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.0887912 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.0888052 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.0888239 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.0890156 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.1230408 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.1230593 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.1230738 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.1230964 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.1231031 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.1231160 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.1231333 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.1232777 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.1752550 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.1752743 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.1752908 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.1753159 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.1753240 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.1753377 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.1753581 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.1755294 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.2385762 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.2385949 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.2386108 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.2386340 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.2386410 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.2386539 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.2386715 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.2388137 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.2810383 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.2810570 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.2810727 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.2810953 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.2811023 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.2811146 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.2811322 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.2813501 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.3230344 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.3230540 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.3230713 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.3230953 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.3231029 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.3231685 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.3231892 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.3233574 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.3381400 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.3381581 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.3381732 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.3381953 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.3382020 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.3382143 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.3382316 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.3383774 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.5264301 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.5264491 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.5264728 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.5266519 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.5266653 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.5266907 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.5267215 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.5269768 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.5597341 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"11:56:52.5597539 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.5597704 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"11:56:52.5597961 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.5598045 AM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"11:56:52.5598193 AM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"11:56:52.5598385 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"11:56:52.5600039 AM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"11:56:52.8463610 AM","Explorer.EXE","640","RegOpenKey","HKCU\AppEvents\Schemes\Apps\.Default\CCSelect\.current","NAME NOT FOUND","Desired Access: Query Value"
