symbol_chr,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2
15-Sep_chr3,0.5560939939316426,0.5888579087097302,0.8698582814026088,1.0,0.40779124508663994,0.42341465297178943,0.3976125471299458,0.41143087594698263
0610007P14Rik_chr12,0.8087929831161357,1.0,0.7079672568697524,0.7285577918997339,0.8505293494796661,0.8197197561486764,0.757375583837944,0.6328528953949895
0610009B22Rik_chr11,0.8368220922920802,0.8045006806183702,1.0,0.9408471570368034,0.5384895673895121,0.6643742342654749,0.4290882463160706,0.5918512657940675
0610009O20Rik_chr18,0.5178039500623456,0.6129371724081762,1.0,0.8757516873085077,0.5333058301274366,0.5279746235091126,0.664972840861357,0.7141549711723444
0610010B08Rik_chr2,0.7484271811164839,0.9445853040284763,1.0,0.7703015438461202,0.32532613411721273,0.2429797364695301,0.22193047923370038,0.24958494000264142
0610010F05Rik_chr11,0.875314220083548,0.9870063710166351,1.0,0.9196612325475088,0.5933381068299649,0.6222454980978924,0.47655428741741634,0.7671959809848365
0610010K14Rik_chr11,0.6406343836022859,0.5411938849892144,0.9782398315841114,1.0,0.3957563477979791,0.34267726980231017,0.4207990903190536,0.31498595024094533
0610011F06Rik_chr17,0.7268955633147489,0.6199381052741916,0.2555259104297092,0.2727558009359161,0.7936751141786228,0.8131619956342133,0.9834463877195002,1.0
0610030E20Rik_chr6,0.5751867638106174,0.8291147206753328,1.0,0.7384901979100357,0.6706785650518132,0.4880545884090072,0.5443131084890664,0.7514025060743188
0610037L13Rik_chr4,0.8711169377198942,0.8815390323976173,1.0,0.9857673447628362,0.6870734263613502,0.5988711253258324,0.6851164541591421,0.6811302294044167
0610040J01Rik_chr5,0.9405653739033822,0.9912729483755214,0.5456639029185435,0.5548922869076213,0.9413673328665607,1.0,0.8364102082676053,0.9794034699957389
1110001J03Rik_chr6,1.0,0.5827579003190977,0.42722134555902513,0.46246800005843913,0.3813253786599353,0.4287749521048674,0.5739620479013656,0.495389515752886
1110004E09Rik_chr16,0.6684182647578779,0.7236933201732293,0.9041568652594545,1.0,0.6547260745178601,0.6548202465015092,0.6382316539003534,0.7340225436753005
1110004F10Rik_chr7,0.44440875789844597,0.5078741208884734,0.918968452627983,1.0,0.37681691896860425,0.3674903654115218,0.33437583743444543,0.3663887893705272
1110007C09Rik_chr13,0.38765205641474826,0.4942770290535221,0.9225240166980643,1.0,0.4985102300730753,0.36389072419576607,0.2685503866772468,0.35205726459205217
1110008F13Rik_chr2,0.9518410068364621,1.0,0.5746316408111294,0.5685615670571732,0.36896927262717194,0.37633618235505983,0.46106346274669213,0.6495825624152185
1110008L16Rik_chr12,0.5996384872006613,0.6344418389147328,0.8280515821964967,0.8532767754875932,0.7225205771778956,0.7467565425258808,0.7644704052581544,1.0
1110008P14Rik_chr2,1.0,0.7789354806063257,0.780622956944439,0.9108506982055627,0.6265439892982501,0.656969153004297,0.4628119308262616,0.48016938228643546
1110012L19Rik_chrX,0.8489714183267745,0.7893346051077993,0.9076968661797918,1.0,0.8449670656319952,0.7740121905200782,0.6759824771951292,0.8370808842885403
1110017D15Rik_chr4,1.0,0.6753741901825695,0.6604795216607339,0.317859707810285,0.0,0.0,0.0,0.0
1110032A03Rik_chr9,0.7191600399136695,0.8207731052722782,0.672610205935441,0.72938340682226,0.8674370866395437,0.7946952288267188,1.0,0.8691367177978041
1110032F04Rik_chr3,0.21344256955004845,0.12311882293391081,0.7396219089726972,1.0,0.0,0.03159449583281169,0.0,0.0
1110034G24Rik_chr2,0.8092020865310237,0.8489455064840059,0.9730030171201359,1.0,0.4478800414640124,0.4524680156108802,0.3991607575432691,0.398230789676868
1110037F02Rik_chr4,0.3750436429926709,0.462660972116397,1.0,0.9916138621632941,0.33368438042568055,0.27968354498291237,0.3362737839037037,0.4082775026947216
1110038F14Rik_chr15,0.7370238277251531,0.7732960897716697,1.0,0.8836598042192396,0.3214414649034626,0.24861340508238478,0.23337132834768548,0.2699896505266627
1110051M20Rik_chr2,0.27804308306108033,0.26999084679610796,1.0,0.9936736394907435,0.16896662137289784,0.13928257128295843,0.1637710937987367,0.11706097518689489
1110057K04Rik_chr12,0.6917864274835855,0.9220940913332268,0.6356510452276172,0.569568828759596,0.7190232217407689,0.7219077469908718,0.6817288184121292,1.0
1110058L19Rik_chr1,1.0,0.6886293603568674,0.705331888030163,0.7111088319975107,0.38085715079276145,0.39997867467774917,0.34677468648770676,0.30421189046671354
1110059E24Rik_chr19,0.8232049341740635,0.8354291705808485,0.9775603571231022,1.0,0.4955326773020503,0.5306217775318004,0.3475470273992892,0.38239914662328756
1110059G10Rik_chr9,0.6447330528452963,0.6805134496527869,1.0,0.9707080630754994,0.5127336056192201,0.4925293324976954,0.3604535115919548,0.3782049860136299
1110065P20Rik_chr4,1.0,0.6676765915895736,0.606802175718113,0.6861206921028895,0.445797684793148,0.42860863074503147,0.4473033254239798,0.4623482892317793
1190002N15Rik_chr9,0.7442955028504116,1.0,0.814464920202107,0.8028963332152519,0.8870665375441927,0.8920627897503831,0.5350202627555156,0.7541971887452203
1190003K10Rik_chr13,,,,,,,,
1190005I06Rik_chr8,1.0,0.6866330312171979,0.4558211988443318,0.4202670037789144,0.8016341034748542,0.7932541370987667,0.5450065174151446,0.6796485416344644
1190007I07Rik_chr10,1.0,0.6848203311507789,0.5559322368320007,0.6153600578407463,0.4305429648570574,0.4701928471275434,0.4371432060910074,0.359692308401422
1200014J11Rik_chr11,0.33073084886794696,0.5323786650463247,1.0,0.8773269299313285,0.3113428492515406,0.28115986872627335,0.3187004914474696,0.4586053225973212
1300017J02Rik_chr9,0.6648287690179103,0.6409373335355849,0.5106811089971748,0.5306402113246513,0.8224206081843697,0.8575307581827726,0.9188336272139463,1.0
1500009L16Rik_chr10,0.10704382152114264,0.1658276333722696,1.0,0.8538775030983857,0.0,0.005437050627573568,0.0,0.0
1500012F01Rik_chr2,0.5364842314212216,0.3509418728543588,1.0,0.9454487891935794,0.13278798413032988,0.13046512616834272,0.047288473331541986,0.05464530576483824
1500015O10Rik_chr1,0.0,0.09617085122936787,1.0,0.45633571535171347,0.5253002959700217,0.033241322254541836,0.14949736191481294,0.16839892146317836
1600002H07Rik_chr17,0.8700962596027194,1.0,0.41740730572822526,0.3312872723549241,0.4829181483567108,0.415254116267881,0.5555646964423375,0.4433211599530188
1600002K03Rik_chr10,0.9198096746888988,0.62290212110732,1.0,0.9763925649923239,0.30326477789298634,0.31619566572666247,0.3064011330484714,0.250766271375285
1600012H06Rik_chr17,0.6221226679190861,0.6803660485278162,1.0,0.8221871779567388,0.4833262444125302,0.42523646356613026,0.32043319328828296,0.36211878854652435
1600014C10Rik_chr7,0.7538143558315696,1.0,0.954263789197572,0.9448660513791433,0.8679399406264204,0.8803012575740279,0.743859036069121,0.821467817785603
1600014C23Rik_chr17,0.0,0.2045102590168398,1.0,0.8411517258599822,0.07742049620600659,0.0,0.0,0.17373433276507708
1600014K23Rik_chrX,,,,,,,,
1600015I10Rik_chr6,,,,,,,,
1700001C02Rik_chr5,0.0,0.37577005933298896,0.713135026469139,0.3883083555109498,1.0,0.1680352676339333,0.0,0.0
1700001C19Rik_chr17,0.8290793512995396,0.8062569021162242,0.6304872705567266,0.5255288198512712,0.9827818399884063,0.9338978028285554,1.0,0.9970675472704046
1700001F09Rik_chr14,,,,,,,,
1700001J03Rik_chr5,0.16868683808081214,1.0,0.8163020747558718,0.5602386041732905,0.32162410889753046,0.0,0.12590146230787214,0.1783277368789507
1700001K19Rik_chr12,0.0,0.1330897948851064,1.0,0.5896113574480483,0.07582419733273821,0.05275151719120812,0.05664518674764538,0.13433066966310164
1700001L19Rik_chr13,0.23128855089156686,0.0,0.7956588690689336,1.0,0.08665223885657687,0.0,0.0,0.1944506899089014
1700001O22Rik_chr2,0.1341349891795723,0.0814886636250099,1.0,0.5138480055518365,0.024214636775167907,0.011355142793152256,0.03337109062863654,0.0
1700001P01Rik_chr11,0.3789201898883236,0.7022079517377801,0.8089651093689882,0.756031715529349,1.0,0.0,0.0,0.5122084936806401
1700003E16Rik_chr6,0.8798961089090255,0.9836533128507672,0.7147500320064153,0.5138318905156102,0.8520371650489116,0.643133784143538,1.0,0.9824457931194183
1700003F12Rik_chr2,0.37277391868977544,0.5315372146273408,1.0,0.950622946148666,0.26348071596420264,0.10290921101336849,0.020043264417044824,0.0
1700003M02Rik_chr4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1700006A11Rik_chr3,,,,,,,,
1700006E09Rik_chr11,,,,,,,,
1700007B14Rik_chr8,,,,,,,,
1700007G11Rik_chr5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1700007K09Rik_chr7,0.7784348412423757,0.23365991130375494,1.0,0.2414564270188252,0.024960227863235106,0.0,0.0,0.0
1700007K13Rik_chr2,1.0,0.3298857430009462,0.32261045936780897,0.34089302005216865,0.6244165460745277,0.0,0.49757473173477823,0.2802425644782047
1700008F21Rik_chr8,,,,,,,,
1700008I05Rik_chrX,1.0,0.0,0.0,0.5113395300782531,0.0,0.0,0.0,0.0
1700008O03Rik_chr7,0.18837007502920503,0.0749378746891828,1.0,0.5432126633548979,0.05890386127815216,0.01904093919695845,0.028118456867694708,0.07683197026462067
1700008P02Rik_chr3,,,,,,,,
1700009N14Rik_chr4,,,,,,,,
1700009P17Rik_chr1,0.815786172625146,0.7509304922737094,0.8323139567794361,1.0,0.7962605053183364,0.5781814767072465,0.5906211146173239,0.5571789939074239
1700010B08Rik_chr2,0.0,0.0,1.0,0.7044471335909493,0.0,0.17493665476206582,0.0,0.0
1700010D01Rik_chrX,,,,,,,,
1700010I14Rik_chr17,0.3405754067443286,0.2850917469131836,1.0,0.5214440195432933,0.19765368525606727,0.2304600284874285,0.253983017950539,0.17326222853763895
1700011A15Rik_chr15,,,,,,,,
1700011E24Rik_chr17,0.0,0.0,1.0,0.9206635804290495,0.3516500260161221,0.13639862968933267,0.0,0.0
1700011H14Rik_chr14,0.5216208338763394,0.47320701010200666,0.8830552329508884,1.0,0.6984999998261849,0.32014259218166646,0.4513133810317807,0.18272545022575853
1700011I03Rik_chr18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L22Rik_chr8,0.35437764875716593,0.3402952017299826,0.0,0.0,0.0,0.17999817179477576,0.0,1.0
1700012A03Rik_chr6,,,,,,,,
1700012B07Rik_chr11,0.0,0.0,1.0,0.7072552944484205,0.0,0.0,0.0,0.0
1700012B09Rik_chr9,,,,,,,,
1700012L04Rik_chrX,1.0,0.7275450421181116,0.12097892230874463,0.383504647703928,0.7474451529789446,0.8627853539948228,0.4036636593487741,0.5587509545944319
1700012P22Rik_chr4,,,,,,,,
1700013D24Rik_chr6,0.0,0.1774135853569456,0.8170315814758364,1.0,0.0,0.0,0.0,0.0
1700013F07Rik_chr3,0.0,0.0,0.0,0.0,0.3654131331715012,0.0,0.0,1.0
1700013G24Rik_chr4,,,,,,,,
1700013H16Rik_chrX,0.2418470951578721,0.0,1.0,0.4150769031313996,0.0,0.0,0.0,0.0
1700015E13Rik_chr1,0.0,0.0,0.0,0.4084428629284252,1.0,0.4157599881477715,0.023610769286707325,0.0
1700015F17Rik_chr5,,,,,,,,
1700015G11Rik_chr7,,,,,,,,
1700016C15Rik_chr1,0.046135072478436755,0.0,0.8071967702431604,1.0,0.2504007985953856,0.39730051672264777,0.0,0.09369335259895224
1700016D06Rik_chr8,,,,,,,,
1700016H13Rik_chr5,1.0,0.0,0.0,0.0,0.0,0.0,0.45077314788510814,0.0
1700016K19Rik_chr11,0.0,0.0,0.0,1.0,0.3663416434745245,0.0,0.0,0.0
1700017B05Rik_chr9,0.27680527374473757,0.34679618462898315,1.0,0.9582587394046416,0.24548179029145548,0.1741438365154136,0.2534519217140276,0.3305731909493841
1700017D01Rik_chr19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700017N19Rik_chr10,,,,,,,,
1700018B08Rik_chr8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700018C11Rik_chr4,0.0,0.14492852982916504,1.0,0.8403444154717565,0.0,0.0,0.0,0.0
1700018F24Rik_chr5,,,,,,,,
1700019A02Rik_chr1,1.0,0.14338783716317893,0.7918620367320589,0.2934391621808548,0.34857344125152145,0.2986960323304347,0.0,0.20301663056671262
1700019B03Rik_chr8,0.6699161192755456,0.0,0.0,0.0,0.11058207071519412,0.36722084341888556,1.0,0.5632170337531974
1700019D03Rik_chr1,0.6699161192755456,0.6629873302665716,0.0,0.0,0.0,0.375643339741728,1.0,0.0
1700019G17Rik_chr6,0.3265620091115415,0.8114946491546557,0.3488957066610964,0.31454322191174483,0.38707955308756314,0.42136468342015393,1.0,0.9251963394686679
1700019L03Rik_chr2,0.44733602989555477,0.3502245433114926,1.0,0.9916586384458976,0.16946022986455805,0.21642645177124487,0.06712476744248812,0.06280444407071212
1700019N19Rik_chr19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700019O17Rik_chr1,,,,,,,,
1700020A23Rik_chr2,0.0,0.0,1.0,0.528335350193212,0.0,0.5248099658617409,0.0,0.0
1700020D05Rik_chr19,0.6659062453421702,0.7960426672910674,1.0,0.5837214625501099,0.26068546750006344,0.1932755024961714,0.0,0.07997797452140602
1700020L24Rik_chr11,0.31399013797838377,1.0,0.6049586957325478,0.5267414744983697,0.1673793771868378,0.13996499922922176,0.1922107761454006,0.027561738286603705
1700020N15Rik_chrX,,,,,,,,
1700021F05Rik_chr10,1.0,0.9002639468984751,0.6142457991134654,0.6615438280849216,0.7847832672795294,0.7907652615010932,0.7100825909690929,0.657418502462426
1700021F07Rik_chr2,0.0,0.0,1.0,0.5970212201111966,0.0,0.0,0.0,0.0
1700021K19Rik_chr16,0.3944041340552464,0.6278586337706542,1.0,0.8131771980091845,0.5062799942914941,0.3813727274504246,0.40028147043614315,0.4381316678835532
1700022I11Rik_chr4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023E05Rik_chr5,,,,,,,,
1700023F06Rik_chr11,0.0,0.0,0.7770994417642875,1.0,0.30081712188362975,0.0,0.0,0.0
1700024G13Rik_chr14,,,,,,,,
1700024P04Rik_chr13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1700024P16Rik_chr4,0.3818540851250857,0.5520254928953966,1.0,0.869054456682401,0.3555129019988878,0.2816992059608291,0.3021675042787897,0.3826298849644569
1700025F22Rik_chr19,,,,,,,,
1700025G04Rik_chr1,0.1404668706699363,0.1579012453069881,0.9754543783921977,1.0,0.094215961612966,0.05631714581743088,0.04568314537774542,0.04471867562261563
1700026D08Rik_chr7,0.6454282992535232,0.0,0.6309124180531047,1.0,0.1221138811581748,0.16555456229009913,0.0,0.0
1700026L06Rik_chr2,0.17940092870874094,0.4438635649212452,0.979031667836915,1.0,0.7044007806102605,0.13668401195352742,0.0,0.04704020657740573
1700028K03Rik_chr5,0.49572827581206313,0.292276192779545,1.0,0.799712298707837,0.17581077084078145,0.12445316278295925,0.07318976949187034,0.05742170236425682
1700028P14Rik_chr19,,,,,,,,
1700029F12Rik_chr13,,,,,,,,
1700029H14Rik_chr8,1.0,0.0,0.8494635118316385,0.16922027608701504,0.0,0.0,0.0,0.0
1700029I15Rik_chr2,1.0,0.4794035636118317,0.8737223754989724,0.6243667585274946,0.3188107645594088,0.23529658397992761,0.12756631668029744,0.13624970583429877
1700029J07Rik_chr8,0.4154453138721337,0.26694250633225425,1.0,0.5550368021267537,0.14827420371350336,0.113260270380303,0.24745630416772857,0.09587346115407576
1700029P11Rik_chr15,,,,,,,,
1700030F18Rik_chr15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030J22Rik_chr8,0.10306401835408718,0.9179824571733207,0.5984915453983424,0.9486127206771298,0.6028968901458562,0.47114149134286787,1.0,0.6931901951529557
1700030K09Rik_chr8,0.4511888597583767,0.6557470231427597,1.0,0.895519116845877,0.37643245770652706,0.32363184973823084,0.4290309521087751,0.3088334227866844
1700031F05Rik_chrX,,,,,,,,
1700034E13Rik_chr18,,,,,,,,
1700034F02Rik_chr11,0.8137302280566847,0.0,1.0,0.965969352655203,0.21099577290189833,0.05799938463173554,0.10094708823965637,0.06151537537353606
1700034J05Rik_chr6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034O15Rik_chr6,0.0,0.0,1.0,0.0,0.1642745823041174,0.0,0.0,0.0
1700037C18Rik_chr16,0.28109316407233764,0.137034482993664,0.8270803975168598,1.0,0.16137378339698122,0.14784603975101127,0.1134590806097182,0.06205347292151317
1700037H04Rik_chr2,0.4515163117921252,0.5332773998642897,0.8902231903354321,1.0,0.4600954589771408,0.3271894034589424,0.43178141266167064,0.2454864164111462
1700039E15Rik_chr7,0.0,1.0,0.3359610580877853,0.0,0.4461662963507085,0.17631571142592495,0.0,0.2918398512801805
1700040L02Rik_chr10,0.25210137195538773,0.9620810083508756,0.4753757667233485,0.5401917590712697,1.0,0.6594470619555819,0.7888567014944264,0.486171875889205
1700042B14Rik_chrX,1.0,0.3298857430009462,0.32261045936780897,0.2666390949008119,0.30664416519415555,0.5079275525023811,0.0,0.0
1700042G07Rik_chr4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700047I17Rik2_chr12,0.42058622457260436,0.5198389006925523,0.9557150922516497,1.0,0.2186759579905963,0.15078696283989265,0.07476231937742928,0.08308276118725522
1700049G17Rik_chr7,0.6591396512161423,1.0,0.9425382747955943,0.8769068941601124,0.7751290366456726,0.45263984314822475,0.3356633282664963,0.7535126206135906
1700052N19Rik_chr10,0.7223924203338972,0.9355251685314779,1.0,0.7868809350065572,0.42524396771602885,0.41119071128967316,0.41825476363543146,0.5660869460204686
1700055N04Rik_chr19,0.2016566543415789,0.11383894808279783,1.0,0.48804939991458224,0.36477563872879565,0.1597969389794877,0.008957806269508864,0.010090378152097155
1700056E22Rik_chr1,0.30383319185614377,0.33010611074464796,1.0,0.9826000987250637,0.41716020148666083,0.32967644652806993,0.32621500819860133,0.1643898651662869
1700057G04Rik_chr9,1.0,0.0,0.5400606032646433,0.5706662159027653,0.00620966729935239,0.425143780143883,0.0,0.23456767137853052
1700061G19Rik_chr17,0.018202676239894376,0.06738723787214343,1.0,0.9227770229040932,0.06405401876303428,0.026538413381120608,0.010164181848219338,0.0
1700065D16Rik_chr9,0.34441261249727473,0.11361681057256044,1.0,0.5870392780319813,0.09453987986273638,0.17493665531669175,0.0856855066347028,0.09651907376487447
1700066B19Rik_chr18,0.5176714623647711,0.6295472272872551,0.946368627079657,1.0,0.214534957786359,0.02921551099150265,0.08586007968541881,0.0
1700066M21Rik_chr1,0.8651894969711432,1.0,0.6468666120503703,0.5890315215899123,0.8306635805109953,0.9968872182665116,0.670114054804041,0.9845210245982432
1700067K01Rik_chr8,0.960467821575462,0.7802676857778084,1.0,0.6135984244806042,0.2110647389182072,0.2447807676791448,0.21797050047543157,0.3565443395460116
1700067P10Rik_chr17,,,,,,,,
1700071K01Rik_chr11,,,,,,,,
1700074P13Rik_chr6,,,,,,,,
1700080E11Rik_chr9,,,,,,,,
1700080O16Rik_chrX,,,,,,,,
1700084C01Rik_chr1,1.0,0.9734922287324883,0.7096259104933766,0.0,0.2723181415739364,0.372418749907649,0.41043142569945584,0.0
1700088E04Rik_chr15,0.6542916928193113,1.0,0.9110333051306757,0.7037361296270237,0.517542302219792,0.34503791245106297,0.26231729553635785,0.3490714818687055
1700092M07Rik_chr19,0.2813681231847781,0.0,0.06470896591538068,1.0,0.5411627980345299,0.152819595947009,0.0,0.15926406112101926
1700093K21Rik_chr11,1.0,0.0,0.9678313781034269,0.5113395300782531,0.4683124095558958,0.5079275525023811,0.0,0.0582682559932265
1700094D03Rik_chr3,0.981776389186234,0.9149246830816168,1.0,0.6165390476432511,0.3937919049824671,0.23708222694114037,0.12286595721261817,0.16870984848763354
1700101E01Rik_chr2,0.0,0.25563782377750394,1.0,0.020924172272993303,0.8374444761603712,0.311768296622063,0.19279238991996875,0.6300019739605655
1700102P08Rik_chr9,0.7416857610825214,1.0,0.41157792365106294,0.21880515866433423,0.10183368024939977,0.08580829709178808,0.013438949495273344,0.14091781351877933
1700106J16Rik_chr11,,,,,,,,
1700109H08Rik_chr5,0.6290867817580669,0.731643882066666,1.0,0.925220953476631,0.455861448207283,0.2744544708136706,0.14357821899678833,0.17061574524873738
1700112E06Rik_chr14,0.805475805619816,0.7315956322781476,0.7687409665694018,1.0,0.3880220271570854,0.3602231839085239,0.0718875487956853,0.05153055344670413
1700113H08Rik_chr10,0.041444408886224374,0.021117024357199456,1.0,0.6580062185206592,0.0,0.009900108566006276,0.0,0.0
1700122O11Rik_chr17,,,,,,,,
1700123I01Rik_chr19,0.04526132503433305,0.25678476601134875,0.9134062000740741,1.0,0.07353695684738529,0.02298947404770353,0.0,0.0
1700123K08Rik_chr5,,,,,,,,
1700123O20Rik_chr14,0.9779219339471604,0.8902322242863687,0.9684385979097999,1.0,0.5779780205119954,0.5745515178707084,0.48764937055209107,0.5715567623361029
1700125H20Rik_chr11,0.0,0.7186673306960971,0.7028178774244268,1.0,0.0,0.010955816696393497,0.0,0.0
1700129C05Rik_chr14,,,,,,,,
1810009A15Rik_chr19,0.919510840212423,0.6337663635869911,0.8895781592996906,1.0,0.26120483052391597,0.2618876362675479,0.27058461815235557,0.30909216615718
1810009J06Rik_chr6,,,,,,,,
1810010H24Rik_chr11,0.290036480246208,0.40672118745979086,1.0,0.7675656865549967,0.3516379319907036,0.299255237248903,0.2252243724158088,0.28742270410081794
1810011H11Rik_chr14,0.15814919277094597,0.22481426375004696,1.0,0.7736270884900108,0.05855272883940845,0.02402613882064529,0.012065782900230233,0.009325610637645892
1810011O10Rik_chr8,0.6949003308348831,1.0,0.9306806774925079,0.5956974294780167,0.1953488890985777,0.150576999060164,0.20639851283129326,0.09734495135311506
1810013L24Rik_chr16,0.48146382450176295,0.7140133269506754,1.0,0.8768906163621847,0.7089787504560989,0.6800142628759244,0.3425797741102948,0.42641788179816803
1810022K09Rik_chr3,1.0,0.543274318846404,0.7261213225185378,0.7784600606832516,0.11393033445052149,0.10054864054044434,0.1177480860554488,0.11937621495488525
1810024B03Rik_chr2,1.0,0.7033927413638011,0.9545003674789281,0.8272290331828961,0.36819934355198436,0.46166486737886797,0.472901604512792,0.43368115867592183
1810026J23Rik_chr9,0.6544534040605036,1.0,0.6103025671692344,0.6468174556862866,0.5889499972428521,0.5946668235549277,0.7045383518968488,0.9012101245048659
1810030O07Rik_chrX,0.30660076593624236,0.5226694129422716,1.0,0.958326979170898,0.2901554122505174,0.21616524934687895,0.1610690753436508,0.2155913635469286
1810037I17Rik_chr3,0.725496043275671,0.5210945106137058,0.9858606546119947,1.0,0.34619457067678683,0.30369502115349933,0.21694715165704048,0.1852973511723477
1810041L15Rik_chr15,0.9778238735493074,0.9677104651496297,0.47318431353982865,1.0,0.3663416434745245,0.9920980081913287,0.7298106773477376,0.41104180489720465
1810043G02Rik_chr10,0.44352803188848766,0.4606472820590865,0.9369367950793261,1.0,0.4232802751357184,0.3525544221520519,0.30360799712942677,0.3190362341671045
1810043H04Rik_chr11,1.0,0.8377278413351185,0.7668896875613768,0.9090585263227302,0.4576664342480105,0.5168926871638146,0.6705949525190538,0.7085464791100086
1810046K07Rik_chr9,0.29821102943532984,0.47006666951040416,0.14688712263214157,0.056440479530357586,0.38118454784332323,0.38349632168602826,1.0,0.6144394638818453
1810055G02Rik_chr19,0.4920109040543983,0.6991941359587434,0.6507910945628402,0.5826186584578934,1.0,0.8684010179683984,0.6362844523211448,0.39743348797739125
1810062G17Rik_chr3,0.7225177631172415,0.7417731055192233,1.0,0.738083390416381,0.5764460860866907,0.3841000475170699,0.16125905899825013,0.22705962227305607
1810065E05Rik_chr11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010001E11Rik_chr10,0.11051888034801241,0.21875161775542049,0.16309307525003913,0.11302534468385468,0.0,0.06975263210574191,0.5716927956962914,1.0
2010002M12Rik_chr19,0.1240606088981226,0.15478792749369913,1.0,0.7808114725549452,0.04935612883238087,0.03902410732678839,0.08407752485021248,0.04371128690336889
