Person,Image,Label,Scorce
13,Person13_33,cloudSign,0.3625
13,Person13_33,eyeball,0.429
13,Person13_33,metalKey,0.47323000000000004
13,Person13_33,pumpkinNotes,0.29336999999999996
13,Person13_33,trophy,0.26654
13,Person13_33,blueSunglasses,0.38834
13,Person13_33,hairClip,0.45431000000000005
13,Person13_33,yellowBag,0.29331999999999997
13,Person13_34,birdCall,0.31878
13,Person13_34,cloudSign,0.37976
13,Person13_34,eyeball,0.33691
13,Person13_34,partyFavor,0.35161
13,Person13_34,pinkCandle,0.27174
13,Person13_34,pumpkinNotes,0.32665
13,Person13_34,sign,0.36175
13,Person13_34,silverStraw,0.53118
13,Person13_34,hairClip,0.44528
13,Person13_35,cloudSign,0.34546
13,Person13_35,eyeball,0.36862
13,Person13_35,pumpkinNotes,0.30114
13,Person13_35,yellowBag,0.34348
13,Person13_36,eyeball,0.46935
13,Person13_36,sign,0.58794
13,Person13_37,cloudSign,0.25473
13,Person13_37,eyeball,0.50292
13,Person13_37,sign,0.5453100000000001
13,Person13_37,blueSunglasses,0.41131
13,Person13_37,hairClip,0.48931
13,Person13_37,lavenderDie,0.56919
13,Person13_37,yellowBag,0.40381999999999996
13,Person13_4,cloudSign,0.43723999999999996
13,Person13_4,cupcakePaper,0.26961
13,Person13_4,eyeball,0.36689
13,Person13_4,pinkCandle,0.34561
13,Person13_4,blueSunglasses,0.3192
13,Person13_4,stickerBox,0.37487
13,Person13_4,yellowBag,0.34652
13,Person13_5,cloudSign,0.49423
13,Person13_5,cupcakePaper,0.26459
13,Person13_5,eyeball,0.35311
13,Person13_5,metalKey,0.29724
13,Person13_5,partyFavor,0.34992
13,Person13_5,pinkCandle,0.28778000000000004
13,Person13_5,blueSunglasses,0.41018999999999994
13,Person13_5,hairClip,0.4445
13,Person13_5,lavenderDie,0.25176
13,Person13_6,birdCall,0.47983000000000003
13,Person13_6,metalKey,0.30291
13,Person13_6,pinkCandle,0.39511999999999997
13,Person13_6,sign,0.44142
13,Person13_6,blueSunglasses,0.42712
13,Person13_6,hairClip,0.62551
13,Person13_7,cloudSign,0.37934
13,Person13_7,pumpkinNotes,0.40116
13,Person13_7,trophy,0.29256
13,Person13_8,cupcakePaper,0.25781
13,Person13_8,eyeball,0.35543
13,Person13_8,pinkCandle,0.2675
13,Person13_8,sign,0.45363000000000003
13,Person13_9,cloudSign,0.36574
13,Person13_9,eyeball,0.3109
13,Person13_9,paperPlate,0.28308
13,Person13_9,pumpkinNotes,0.48046000000000005
13,Person13_9,silverStraw,0.28841
13,Person13_9,blueSunglasses,0.30401
13,Person13_9,stickerBox,0.49712
14,Person14_1,birdCall,0.28026999999999996
14,Person14_1,cloudSign,0.26069000000000003
14,Person14_1,eyeball,0.31266
14,Person14_1,sign,0.31406
14,Person14_1,blueSunglasses,0.25643
14,Person14_10,canadaPencil,0.27714
14,Person14_10,metalKey,0.31742
14,Person14_10,pinkCandle,0.30751999999999996
14,Person14_11,pumpkinNotes,0.79328
14,Person14_11,blueSunglasses,0.28801
14,Person14_12,birdCall,0.46585
14,Person14_12,cloudSign,0.45865
14,Person14_12,eyeball,0.25290999999999997
14,Person14_12,pinkCandle,0.28196
14,Person14_12,pumpkinNotes,0.68242
14,Person14_12,blueSunglasses,0.30517
14,Person14_13,birdCall,0.32405
14,Person14_13,pinkCandle,0.31076
14,Person14_13,sign,0.34536999999999995
14,Person14_13,yellowBag,0.29971
14,Person14_14,eyeball,0.2564
14,Person14_14,trophy,0.27529000000000003
14,Person14_15,birdCall,0.5856600000000001
14,Person14_15,cloudSign,0.26327
14,Person14_15,cupcakePaper,0.27399
14,Person14_15,eyeball,0.39375
14,Person14_16,canadaPencil,0.2795
14,Person14_16,blueSunglasses,0.37337
14,Person14_17,birdCall,0.25232
14,Person14_17,pinkCandle,0.45448
14,Person14_17,hairClip,0.26464
14,Person14_18,eyeball,0.27516
14,Person14_18,lavenderDie,0.39624000000000004
14,Person14_18,yellowBag,0.31458
14,Person14_19,cupcakePaper,0.2716
14,Person14_19,sign,0.25418
14,Person14_3,pinkCandle,0.2845
14,Person14_3,lavenderDie,0.55948
14,Person14_3,yellowBag,0.29667
14,Person14_4,birdCall,0.28156
14,Person14_4,eyeball,0.37844
14,Person14_4,pinkCandle,0.30441999999999997
14,Person14_4,sign,0.41641000000000006
14,Person14_4,silverStraw,0.25640999999999997
14,Person14_4,blueSunglasses,0.26127
14,Person14_4,lavenderDie,0.49701000000000006
14,Person14_4,stickerBox,0.36114
14,Person14_4,yellowBag,0.38769000000000003
14,Person14_5,cloudSign,0.34578000000000003
14,Person14_5,eyeball,0.5376
14,Person14_5,redWhistle,0.49805
14,Person14_5,sign,0.51523
14,Person14_5,silverStraw,0.28283
14,Person14_5,blueSunglasses,0.3975
14,Person14_5,hairClip,0.28299
14,Person14_5,lavenderDie,0.28729
14,Person14_5,stickerBox,0.28989000000000004
14,Person14_5,yellowBag,0.31903000000000004
14,Person14_6,cloudSign,0.5377
14,Person14_6,eyeball,0.26475
14,Person14_6,pinkCandle,0.32725
14,Person14_6,pumpkinNotes,0.25077
14,Person14_6,sign,0.28388
14,Person14_6,blueSunglasses,0.3775
14,Person14_6,stickerBox,0.29654
14,Person14_7,cloudSign,0.28947
14,Person14_7,eyeball,0.38642
14,Person14_7,blueSunglasses,0.36830999999999997
14,Person14_8,canadaPencil,0.33985
14,Person14_8,cloudSign,0.31123
14,Person14_8,eyeball,0.25874
14,Person14_8,metalKey,0.28826999999999997
14,Person14_8,pinkCandle,0.30615
14,Person14_8,sign,0.3573
14,Person14_8,silverStraw,0.29802
14,Person14_9,canadaPencil,0.45474
14,Person14_9,cloudSign,0.27931999999999996
14,Person14_9,metalKey,0.47351000000000004
14,Person14_9,noisemaker,0.28160999999999997
14,Person14_9,partyFavor,0.3041
14,Person14_9,pinkCandle,0.36838000000000004
14,Person14_9,sign,0.40451
15,Person15_1,noisemaker,0.30253
15,Person15_1,pumpkinNotes,0.3176
15,Person15_1,sign,0.34451
15,Person15_10,birdCall,0.36464
15,Person15_10,cloudSign,0.38013
15,Person15_10,eyeball,0.40912
15,Person15_10,pumpkinNotes,0.31217
15,Person15_10,trophy,0.39599
15,Person15_10,blueSunglasses,0.30932
15,Person15_11,birdCall,0.3196
15,Person15_11,pinkCandle,0.33105
15,Person15_11,sign,0.58796
15,Person15_11,lavenderDie,0.37695
15,Person15_11,yellowBag,0.3681
15,Person15_12,eyeball,0.5071899999999999
15,Person15_12,yellowBag,0.29638000000000003
15,Person15_13,birdCall,0.32095
15,Person15_13,cloudSign,0.28255
15,Person15_13,eyeball,0.44348000000000004
15,Person15_13,metalKey,0.48049
15,Person15_13,pumpkinNotes,0.5489999999999999
